Text	Start Time (s)	duration	label
backup from tens the turn around and	10617.2	4.199	1
then both of them swinging from	10619.92	4.08	1
extremities Well Done by Sentinels an	10621.4	4.88	0
opportunity there for loud to get the	10624.0	5.239	0
upset but Sentinels convert from their	10626.28	6.281	1
pistol loud again playing this	10629.24	6.0	1
composition that a little bit with their	10632.56	4.56	0
bodies obviously two is pushing there to	10635.24	3.361	0
get map control and see if they could	10637.12	2.96	0
have started to lean but now they do	10638.6	3.679	1
have sadak with guiding lights they	10640.08	4.279	1
don't have to go as crazy so we'll see	10642.28	4.96	1
what this gun round brings	10644.36	5.721	1
us like wait a minute that was a little	10647.24	5.08	0
too close for my comfort says Kaplan	10650.08	3.68	0
it's been a long night and a long day	10652.32	2.881	1
for the	10653.76	5.08	1
coach all right our first one towards	10655.2	5.96	1
rubble a wide swing to the orb didn't	10658.84	4.0	1
even come up Zin gets the surprise kill	10661.16	3.56	1
onto kaaden	10662.84	4.399	1
knowing that the other one was behind	10664.72	5.88	1
the boxes but tped away that's two e	10667.24	5.601	1
forced to Anchor solo a double push from	10670.6	4.6	1
loud to try to flank around towards C	10672.84	3.92	1
that will be bit by utility in a couple	10675.2	3.88	1
of seconds as zelis moves forward with	10676.76	3.719	0
the rest of the	10679.08	4.92	0
team this flank is huge exactly and	10680.48	4.92	0
actually as zelis is moving forward	10684.0	4.08	0
there's no alarm bot it's not really	10685.4	4.601	0
activated here's that timing moving	10688.08	3.68	0
forward now as there you go moved back	10690.0	4.2	1
towards the doorway alarm bot came up	10691.76	5.08	0
and that spots at least one player SEL	10694.2	5.96	1
are now ready for the backstab John CU	10696.84	4.76	1
is the one that greets him on the corner	10700.16	4.72	1
of the Boxes by baby door one-onone that	10701.6	5.16	0
situation door opening forward SEL are	10704.88	3.8	0
looking pretty good here in round number	10706.76	5.24	1
three their bonus Les dancing around the	10708.68	5.44	0
peak up from zelus at Rubble the push	10712.0	5.479	0
towards the spawn from z a sentinal	10714.12	6.56	1
score the Flawless what are they doing	10717.48	5.241	1
they keep opening the door they still	10720.68	4.12	1
got the flank and they're just playing	10722.72	4.16	1
games out here right now as loud tries	10724.8	5.08	0
to get back into the site and Loud was	10726.88	5.2	0
having trouble sedak threw one of his	10729.88	4.24	0
his flashes it link stairs and it just	10732.08	3.8	1
found itself going into the wall because	10734.12	3.239	1
it was tried to be thrown through a	10735.88	4.2	0
smoke little things not working for loud	10737.36	3.92	1
that they would have gained a bit of	10740.08	4.8	1
ground and Sentinels just biting back	10741.28	7.681	1
let's go zelis absolutely feeling it out	10744.88	5.72	1
of his chair right now with the hype	10748.96	3.96	1
from the crowd and we're in ground gun	10750.6	3.96	1
round or round four I should say guns	10752.92	5.64	0
for S not for loud and Sentinels worried	10754.56	5.6	0
that this could be a round of trickery	10758.56	3.36	1
leave the spike in spawn for now as they	10760.16	4.48	1
do a bit of Recon the first push though	10761.92	4.88	1
from TU here on loud yeah and did so	10764.64	3.88	1
with the Recon prowling towards the B	10766.8	5.28	1
main as well did catch a player and as	10768.52	5.44	1
they go for the swing on Mound they once	10772.08	3.64	1
again see the Viper set up towards that	10773.96	3.0	1
Seas	10775.72	3.12	1
site and definitely here as you're	10776.96	5.12	0
seeing SEL working that map quite	10778.84	5.72	0
well zels is standing up at the end of	10782.08	5.88	0
these rounds also is the hype men that	10784.56	5.6	0
you need for SOS to try to close this	10787.96	4.96	0
map number five wow yeah really we're	10790.16	4.52	1
showing the respect to loud showstopper	10792.92	3.8	1
coming out creating that space on the	10794.68	3.96	1
Low by that you have and cine somehow	10796.72	4.84	0
manages to slip through the execution of	10798.64	5.56	0
Sentinels to get one pick with his Bucky	10801.56	4.44	0
nonetheless little plant will still come	10804.2	4.8	0
down honestly show stopper in you know	10806.0	4.6	1
sadok's not going to be too close with	10809.0	3.72	1
the judge if he has one that round yeah	10810.6	3.719	1
you're right playing it safe playing it	10812.72	2.84	1
strong and they're looking to deny the	10814.32	3.881	1
audio on the retake too yeah that's	10815.56	4.839	0
going to hit So Many Bodies even all	10818.2	5.6	1
four of them towards this B site all La	10820.4	5.04	1
could do right now is just hold the back	10823.8	3.08	1
waiting for that to dissipate the Wall	10825.44	3.281	1
comes up thankfully because Les is still	10826.88	3.559	1
alive big curve ball the double swing	10828.72	4.44	1
out of it Sashi is going to fall trying	10830.44	4.721	1
to play the pul plan here tuis jumps up	10833.16	4.119	1
on the ledge starts to fuse instantly we	10835.16	4.199	1
get the sprays on two kills Q then	10837.28	3.561	1
swinging out there's not going to be	10839.36	3.721	1
enough time left John CU is just staying	10840.84	4.2	1
alive and trying to force out Les	10843.08	5.04	1
towards him Les falls back Spike will	10845.04	5.96	1
explode the round for	10848.12	6.119	1
Sentinels four for S they do go down to	10851.0	5.84	1
one member but the coffers are full	10854.24	4.24	1
they've got so much money from the first	10856.84	5.04	1
four rounds here the ultimates to come	10858.48	5.76	1
up but we'll see this round again	10861.88	5.16	1
pressuring into the sight you can see	10864.24	5.561	1
that Sentinels is not kidding around	10867.04	5.6	1
show stoer on a low by round for	10869.8	5.88	1
loud they are securing these imagine if	10872.64	4.52	1
they didn't show stopper it came down to	10875.68	3.96	1
a One V one the site might have had a	10877.16	4.079	1
different play all the way through that	10879.64	4.12	1
round fist bus all around zis as well	10881.24	4.921	1
still in his first two maps remember we	10883.76	4.8	1
definitely saw a one-sided Affair for	10886.16	5.119	1
Sentinels as well so L seems like they	10888.56	4.799	1
might be digging deep right now to	10891.28	4.521	1
answer back on their defensive half this	10893.36	4.481	1
becomes interesting right it's not the	10895.8	3.92	1
the Rays and the fade nade here coming	10897.84	4.12	1
from loud so this is more of a firefight	10899.72	5.44	1
util hit but send can run out and answer	10901.96	4.439	1
right they're not too deterred from	10905.16	2.84	1
making this happen unless they get	10906.4	3.161	1
nailed by that fault	10908.0	4.359	1
line it's already coming out TP went	10909.56	5.24	1
forward though look at 10 double TP on	10912.36	6.161	1
both ends but's winning that one low HP	10914.8	6.72	1
door being opened sedak forced to fall	10918.52	5.28	0
back flash to try to get information the	10921.52	4.52	1
prowler fall right behind his second for	10923.8	5.559	1
three in the round a sight open for	10926.04	7.08	1
business and sels shuts down the defense	10929.36	6.481	1
I won't it's impossible but you just saw	10933.12	4.92	1
how hard it is for loud to actually	10935.84	4.519	1
control that space with the majority of	10938.04	4.199	1
the util they wanted to take it two	10940.36	3.561	1
members of Sentinels able to shut that	10942.24	5.841	1
down as tens and Zen go forward now they	10943.92	6.28	1
play the plant game all in tree they	10948.08	3.359	1
should be able to trade each other here	10950.2	2.88	1
but a good fault line could pick up a	10951.44	3.641	1
few does enough damage though for the	10953.08	4.52	1
assist last one now spotted snake by not	10955.08	4.239	1
allowing Les to move even more forward	10957.6	3.839	1
behind that two versus one second SN by	10959.32	5.441	1
Nanos two toxic and second dinosaur	10961.44	5.721	1
coming down wasting all of that time	10964.76	4.04	1
counter moving forward to tap on the	10967.16	3.64	1
spike one has to run across easy kill	10968.8	3.639	1
Crosshair placement but zelus knows	10970.8	4.16	1
better then swings that off the timing	10972.44	8.0	1
five now four Sentinels Crow behind him	10974.96	7.8	1
ascal continue to build the confidence	10980.44	4.401	1
in the final map and these rounds are a	10982.76	3.92	1
bloodbath loud's not getting the chance	10984.84	3.479	1
to save neither as send but they're	10986.68	3.36	1
coming up with the frags they're coming	10988.32	4.04	1
up with the round wins and John Cy is	10990.04	5.12	1
currently sitting on nine ,000 credits	10992.36	4.161	1
they can be buying each other if they	10995.16	3.119	1
want to they're staying away from an	10996.52	4.759	1
operator Sentinels is keeping a	10998.28	6.721	1
fastpac game to not let loud breathe	11001.28	7.08	1
right now loud into a big Sheriff	11005.0	5.64	1
guardian and vandel	11008.36	4.641	1
round they're stretching the money fin	11010.64	4.48	1
here and they go again for Rubble play	11013.0	3.52	1
keep doing it why not but this time	11015.12	3.0	1
we're answering back for loud lots of	11016.52	2.959	1
utility to try to clear back towards	11018.12	2.96	1
Rubble two is moving forward that's the	11019.48	4.041	1
sher's going to work now for loud and	11021.08	5.359	1
ring back is Assi but they pull back	11023.52	4.879	1
from it dropping a spike in the process	11026.44	3.84	1
it comes down to the men right here the	11028.4	4.561	1
hype man that made it Behind Enemy Lines	11030.28	4.881	0
and is trying to catch to	11032.96	5.479	0
rotate they refin the hit said it	11035.16	4.84	0
wouldn't be	11038.44	5.04	0
impossible too late the pick from zelus	11040.0	5.84	0
opening it up up towards the a site so	11043.48	4.88	0
they can pitch towards the rubble but	11045.84	3.96	0
the backs side's about to come forward	11048.36	3.96	0
from Les but he lost Kena the process	11049.8	5.28	0
the jump for it backstab they on to	11052.32	5.721	1
zelus spike El is picked up by John Cy	11055.08	5.68	1
with the pit available Viper on viper	11058.04	5.6	1
both pits also available comes down to	11060.76	4.32	1
who has the better read the better	11063.64	5.16	1
positioning it's John	11065.08	3.72	1
cuy absurd momentum right now electric	11070.92	8.64	1
from Sentinels the players are feeling	11076.6	5.36	1
it and they are delivering it to each	11079.56	4.4	1
other in these moments as well	11081.96	5.56	1
what a round loud again refined the a	11083.96	6.24	1
rubble hit they get it right but the	11087.52	5.759	1
round still goes in the favor of s as	11090.2	5.84	1
they're able to organize a hell of a	11093.28	5.2	1
flank to come in and completely pick	11096.04	4.239	1
apart loud four ultimates now ready for	11098.48	3.88	1
loud here three for Sentinels an	11100.28	4.721	0
explosive Round Here on round seven as	11102.36	5.161	0
the Odin unleashes from zela's hands	11105.0	4.2	1
they want to keep doing it for loud they	11107.52	4.32	0
had some sort of result there for the	11109.2	4.36	0
control they had towards Rob but the	11111.84	3.28	0
thing is they had a lower bu this time	11113.56	3.879	0
they wanted to do it with weapons SEL	11115.12	3.52	0
could have been lucky with the spray	11117.44	4.04	1
from zelus from the a entrance but that	11118.64	4.36	1
means you have no Defenders towards the	11121.48	3.92	1
seaside allowing for SEL to be exactly	11123.0	4.359	1
where they P it up at the beginning of	11125.4	4.241	1
this round Open up The Kill on to Le SCH	11127.36	5.161	1
stoer in does not get the contact Q is	11129.64	5.04	1
just around the corner run it back out	11132.52	4.36	1
and activated big curveball the head	11134.68	4.88	1
shot on to T Rolling Thunder also	11136.88	5.479	1
available here for cine and it's just to	11139.56	4.679	1
try to push them back back and allowing	11142.36	4.321	1
Kus to move forward for another pick	11144.24	3.721	1
lock down available at the beginning of	11146.68	3.12	1
this round for zelus as they had to	11147.96	4.84	0
reset regroup and	11149.8	3.0	0
rethink this would be a wild round they	11152.96	4.6	0
lose less first and are able to answer	11155.44	4.441	0
back now loud going to win this one from	11157.56	5.48	1
a 4v5 conversion possibly they correctly	11159.88	6.04	1
rotate and the just the ruse they're	11163.04	4.199	1
going to be sticking together though so	11165.92	3.08	1
it doesn't matter oh it does you're	11167.24	3.721	1
right it does they second guess it and	11169.0	3.08	1
now they're going to be rotating	11170.96	3.84	1
together power in number but the wrong	11172.08	5.72	1
sight and now it has to come down to a	11174.8	5.16	1
perfect timing from Sassi The Flash	11177.8	3.96	1
actually did not spot zelis he hears the	11179.96	4.16	1
footsteps once Sassi gets this plant	11181.76	4.88	1
it'll pull the rotate back but celsus is	11184.12	4.8	1
overthinking it over peing and gets Den	11186.64	6.12	1
n right away SP planted sashy had this	11188.92	6.16	1
chance before on Sunset that was the	11192.76	5.639	1
wingman plant we saw when he was on the	11195.08	5.6	1
