Text	Start Time (s)	duration
wants to give up the spike at least for	11969.48	6.641
now they get to safety on this one red	11972.88	5.399
the play so far can't count out who	11976.12	4.52
though they hear yeah zelus hears that	11978.28	4.361
run John cue has to heaven	11980.64	3.48
getting into position so this will be	11982.64	4.04
money here for loud if loud do lose	11984.12	4.319
they're going to be buying next	11986.68	4.679
round expect the buy from loud Sentinels	11988.44	5.84
will too and it looks like we're going	11991.36	6.681
hard onto this one 11 to2 now do they go	11994.28	5.801
for it there's a stinger there's a few	11998.04	4.279
let's see the replay on the round	12000.08	4.84
looking at how they orchestrated this it	12002.32	5.561
was a lot on the fade whatever fade	12004.92	4.88
could see from link whatever sassy could	12007.88	4.96
look was then the hit from 10 on	12009.80	5.92
paranoia everybody then into it second	12012.84	5.08
went down first in that and they knew	12015.72	4.679
the play would still go through that as	12017.92	5.8
well the play that you saw from John cue	12020.40	6.04
the snake bite and also spraying in	12023.72	4.479
knowing that it was going to be a plant	12026.44	3.241
that's going to be unorthodox just	12028.20	3.881
trying to get it down for tuis and still	12029.68	5.2
manages to get that pick fragon IG	12032.08	5.48
calling perfectly for sels and steps up	12034.88	5.16
for these kills when he needs to the	12037.56	4.2
perfect piece to the puzzle right now	12040.04	4.92
for for Sentinels to close this series	12041.76	5.88
two rounds away as loud as you mentioned	12044.96	6.319
Riv is forced on a buy a main control	12047.64	5.4
Prowler just went through b for	12051.28	3.401
Sentinels so they have a bit of an idea	12053.04	4.359
of how long the timing will be and now	12054.68	4.519
the Trail Blazer alerts them a little	12057.40	4.96
bit more spike is b or sorry C here for	12059.20	6.681
loud fian does get the hit onto the jump	12062.36	5.201
spot but thankfully sedak is there with	12065.88	4.16
the heal Les is back and topped and now	12067.56	4.4
they're pting towards the seaside as	12070.04	3.56
mentioned because of that pressure and	12071.96	3.64
that control that SEL C has on that a	12073.60	4.639
site utility being broken on that cite	12075.60	4.28
as well snake bite to theay snake bite	12078.24	4.281
to push John cuy away as well first	12079.88	4.04
Conta now in the back of the pillar to	12082.52	3.24
that cided zelus with the stinger out of	12083.92	4.16
bullets flashed and pulled away and now	12085.76	4.84
it forces SEL to play the	12088.08	4.8
retake they're they got to stay in sight	12090.60	4.12
for this plant it's going to get real	12092.88	3.76
sketchy if they're all outside on Mound	12094.72	3.559
so you see them piling into water here	12096.64	4.4
they still have the flank from tuis but	12098.28	5.2
looks like T is ready ready for that one	12101.04	4.359
so far Taps the door or looking for the	12103.48	3.88
paranoia of the backstab missed the	12105.40	4.201
opportunity to close him down SE being	12107.36	3.92
pulled out after the shot to try to push	12109.60	4.08
them back once again sasi finally try to	12111.28	4.601
lead the charge but cenen strikes first	12113.68	4.12
it's back and forth but louder still	12115.88	4.64
holding the post plan celus is low on HP	12117.80	5.439
po by Kine with the classic it's up to	12120.52	7.32
only one more member T the time against	12123.24	6.921
them runs back out through the smoke	12127.84	4.92
tries to make it expensive in	12130.16	5.6
but loud holds down the post PL on their	12132.76	6.04
Force by Sentinels feels the sting on	12135.76	5.4
that round and almost necessary win	12138.80	5.12
game's over if loud dropped the Stinger	12141.16	5.96
by round but no they persevere they find	12143.92	5.96
a way to shred Sentinels and then they	12147.12	5.119
low plant in the sight knowing Stingers	12149.88	4.599
cannot win that fight from Mound and	12152.24	5.2
they cause chaos on Sentinels retake	12154.48	4.84
absolutely swarming the members of sen	12157.44	4.281
taking them down so a few free upgrades	12159.32	4.441
upgrades for loud here Sentinels back	12161.72	4.719
down on the Low by loud needs to carry	12163.76	5.32
these rounds for just about forever	12166.44	3.681
we'll see what	12169.08	3.68
happens a pressure will be given for now	12170.12	5.92
is a retake for Sen and Loud a lot of	12172.76	5.639
control on the map here really playing	12176.04	3.96
it slow to not make a mistake back and	12178.40	4.121
forth as they tempt any fight forever	12180.00	4.16
definitely seems like very long when	12182.52	2.919
you're trying to find Rune to Breathe	12184.16	3.159
Here trailing behind by eight rounds are	12185.44	3.92
allowed and already look how early these	12187.32	3.281
Trail lasers are coming from but it	12189.36	3.641
forces out the push the low that you	12190.60	4.679
have from SEL through the smoke Tu is	12193.00	3.72
ready for that drops them both with the	12195.28	3.601
Stinger allows for them to Pivot across	12196.72	3.559
but look at this reposition from John	12198.88	5.12
cue he decided to fall at behind his	12200.28	6.241
teammate's body the paranoia to come out	12204.00	5.319
at least one kill but out of that loud	12206.52	4.6
has full control of B full control of	12209.32	4.481
the map and now control of the spike	12211.12	5.4
planted Spike	12213.80	4.399
planted that's going to give him the	12216.52	5.36
contact not even need it well done here	12218.20	6.0
L converts two rounds in a row senal	12221.88	5.359
canot get the surprise play remember	12224.20	4.761
though if we're going back to the basics	12227.24	3.721
as well of this map a three side map	12228.96	3.84
you've mentioned here Riv very similar	12230.96	3.6
to Haven great ways to be able to	12232.80	4.0
default across the map great ways to	12234.56	4.4
actually pull rotations away and get a	12236.80	4.96
very strong attack side so SEL showed a	12238.96	5.6
very good 102 half on their attack but	12241.76	4.88
you definitely know that loud has what	12244.56	4.16
it takes and can do the same thing I	12246.64	3.92
mean they just pulled off a full Stinger	12248.72	5.24
221 fake strap right yeah anything is on	12250.56	5.919
the table right now back to guns on both	12253.96	5.439
sides 11 to four is no pressure for loud	12256.48	4.96
they're feeling the z0 on the scoreboard	12259.40	4.681
as they take shots and T however starts	12261.44	5.161
us off the haad information tends to s	12264.08	4.199
for attack while looking at the mean map	12266.60	3.599
and got the kill paranoid to push him	12268.28	3.641
away trying to fall back but there's a	12270.20	3.721
stin bite to not allow him from that	12271.92	3.68
Deep Cover but at least his teammates	12273.92	3.84
are there cover going out a little back	12275.60	4.24
and forth Sentinels will regain position	12277.76	3.92
of the rubble area after grabbing one so	12279.84	5.639
the 5v4 conversion now on send shoulders	12281.68	5.599
to get the W on this	12285.48	4.201
round this is where Sashi comes in or	12287.28	4.401
I'm sorry Sak comes into play the mid-	12289.68	4.96
round call what can happen Double Take	12291.68	5.28
on both sides of that mid area tu's just	12294.64	5.16
from mid and they're waiting on less	12296.96	4.84
maybe a little more info maybe a push	12299.80	4.88
but sen have not been giving that	12301.80	5.8
push heard the jumps the haunt here to	12304.68	6.32
he's forced to break it and give his	12307.60	5.08
position away	12311.00	3.279
they have this Rolling Thunder for Cen	12312.68	3.32
he made it all the way down towards the	12314.28	4.12
bottom and as the nms come out they	12316.00	4.72
could just wait for that timing all	12318.40	4.161
coming through gets cancel as twois is	12320.72	3.32
trying to find somebody towards that	12322.56	4.679
sight 30 seconds left but once again	12324.04	5.88
senel playing the	12327.24	5.0
retake waited out the Molly's going for	12329.92	4.399
the plant another plant that considers	12332.24	4.2
that loud has to stay inside with the	12334.32	4.201
Odin the se's got him to just sprayed	12336.44	3.92
through and now snake bights to delay	12338.52	3.16
and that's no rolling thunder going to	12340.36	2.641
push him back there's only 12 seconds	12341.68	3.32
left on the clock Forest into go for the	12343.00	3.72
stick but the sprays are not coming in	12345.00	3.68
this time around plant is down the push	12346.72	4.0
from tuis does not get the surprise kill	12348.68	4.44
there onto SEL TS on to rotate back from	12350.72	4.84
the spawn hot comes through sadak is all	12353.12	5.279
alone sedak gets two but gets dropped	12355.56	5.839
right after Sentinels with the theuse	12358.40	5.761
and Sentinel round a way of breathing	12361.40	4.361
this	12364.16	5.159
series oh my gosh that's the defuse they	12365.76	5.84
go for John cue or no zalis that's going	12369.32	4.481
to be an Alor towards the lock down	12371.60	4.759
anything that helps them secure these	12373.80	6.12
rounds from loud loud is able to get	12376.36	5.601
into the sights they do it as a death	12379.92	5.399
ball they squeeze in but the plants have	12381.96	5.92
been so tough for loud to get in a good	12385.32	4.841
position the low plants just on platform	12387.88	4.559
are not allowing them good defensive	12390.16	4.319
setups Sentinels comes in and just	12392.44	4.641
swarms from all angles in the end 12 to	12394.48	4.441
four now we are going to still have that	12397.08	4.319
Odin online for the side of Sentinels	12398.92	4.479
but loud are able to present now with	12401.40	4.84
full vandals just low armor on tuis in	12403.40	5.0
this Rolling Thunder they're going to	12406.24	3.601
fight for a rubble	12408.40	3.441
control it's going to be all about the	12409.84	4.16
map before the fights first they have to	12411.84	4.359
play this round in layers if loud wants	12414.00	3.52
to get through	12416.20	3.481
S do hear a little bit of damage being	12417.52	3.879
done here through the smoke but it's	12419.68	5.2
inflicted onto loud sedak and Les tagged	12421.40	5.161
a little bit remember this Rolling	12424.88	3.519
Thunder available not used on the	12426.56	3.08
seaside when they thought they had	12428.40	3.481
control this time though Z gets the open	12429.64	4.639
four kills away you thought you would	12431.88	3.96
have a rolling thunder open up the a	12434.28	4.2
site but instead it's reopening the door	12435.84	6.0
and sneaking Q	12438.48	3.361
around they have no idea what's behind	12442.32	3.761
them they don't know if somebody's in in	12444.52	2.719
baby door they don't know if somebody's	12446.08	3.319
now behind them at a main they have to	12447.24	4.601
move and loud can only go forward here	12449.40	3.96
that Rolling Thunder still ready could	12451.84	4.479
